consent,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check,industry,role_seniority,org_size,work_hours,ai_task_percentage,role_tenure,age_group,country,gender,industry_other,role_seniority_other
yes,employed_full_time,no_never,7,6,7,7,7,7,7,6,1,6,1,7,7,7,7,7,9,people_understand_better,4,4,3,4,4,I feel stupid if I use it and really stressed it's going to take my job.,Assurance that it won't take my job; reassurance that it's okay to use it.,pass,media_arts_entertainment,senior_specialist,250_999,40_49,1_10,3_5_years,35_44,us,woman,,
yes,employed_full_time,yes_daily,7,3,7,7,6,7,1,7,1,7,6,1,7,8,10,10,10,people_understand_better,5,5,1,5,5,Improved my productivity,Completion of task on time,pass,information_technology_software,manager_team_leader,250_999,30_39,26_50,1_2_years,25_34,us,man,,
yes,employed_full_time,yes_occasionally,6,3,5,7,6,2,3,4,2,5,6,3,4,9,10,8,9,depends_same,1,1,1,1,1,"It has made me more reliant on technology than actually doing the work manually, which is not something I'm a fan of but it helps with my responsibilities.",Make it so I still have to do the majority of the work and AI is just there to assist rather than completing the bulk of the tasks,pass,media_arts_entertainment,intermediate_experienced,10_49,40_49,1_10,3_5_years,25_34,uk,man,,
yes,employed_full_time,yes_occasionally,5,2,5,2,4,4,2,4,4,5,5,3,3,6,6,5,6,depends_same,4,4,2,3,3,"As yet, AI has not changed my sense of who I am at work",I don't there is one single change that can be made,pass,transport_logistics_warehousing,senior_specialist,50_249,40_49,1_10,less_than_6_months,45_54,au,woman,,
yes,employed_full_time,yes_weekly,5,2,5,2,5,6,5,6,4,7,2,1,4,4,8,6,2,depends_same,4,3,3,4,2,It has integrated well into the human use but it has also made me feel less relevant.,Perhaps better integration into how we work as humans to increase our efficiency overall in an integrated form.,pass,transport_logistics_warehousing,intermediate_experienced,10_49,40_49,51_75,3_5_years,25_34,us,man,,
yes,employed_full_time,yes_occasionally,5,6,6,5,2,6,7,3,2,5,5,6,4,7,8,4,9,ai_understands_better,2,4,1,2,1,"AI definitely makes me question what my job will look like in a few years. I'm a healthcare worker and a lot of my work is also customer service focussed and this part can be quite depleting, I think AI may reduce the need for such intimate customer interactions however it may make my job feel less important",If it was somehow seemlessly incorporated into my current job in a way its not overstepping my duties and is just used as a tool only,pass,health_social_care,manager_team_leader,10_49,40_49,1_10,6_10_years,25_34,ca,woman,,
yes,employed_part_time,no_never,6,2,5,7,3,7,1,1,1,1,1,3,4,6,8,8,8,people_understand_better,4,3,4,3,4,Na- ai does not affect my work,It can't do my job,pass,education_training,intermediate_experienced,250_999,10_19,0_none,more_than_10_years,45_54,us,woman,,
yes,employed_full_time,yes_weekly,6,1,6,6,7,5,2,2,2,5,3,2,4,6,6,5,9,people_understand_better,3,2,2,2,4,AI has not changed my sense of who I am at work.,"There are so many Gen AI tools and chatbots intended to help me prioritize all my tasks at work. However, none of them have full context of my tasks and therefore cannot help me do the myriad of tasks or reply to the numerous messages and emails that overwhelm me daily.",pass,finance_banking_insurance,intermediate_experienced,5000_or_more,40_49,1_10,less_than_6_months,25_34,us,woman,,
yes,self_employed_freelance,yes_daily,1,2,6,6,7,5,2,5,3,5,4,1,5,6,8,0,3,ai_understands_better,3,4,4,4,4,It made me faster and look more efficient,Update my profiles on the go,pass,information_technology_software,entry_level,just_me,40_49,51_75,6_10_years,25_34,us,man,,
yes,employed_part_time,no_never,2,1,3,4,4,4,3,1,4,2,1,6,4,1,5,2,7,depends_same,2,2,1,2,3,AI has not changed or impacted my work at all since the company I work for doesn't use it.,Not sure.,pass,real_estate_property_services,intermediate_experienced,2_9,10_19,0_none,6_10_years,18_24,au,woman,,
yes,employed_full_time,no_never,3,1,4,7,1,1,3,1,4,4,1,7,6,4,7,4,5,people_understand_better,3,3,2,1,3,"AI is not used at my work, as it's seen as cheating. If anything, not using AI built me up to become more skillful.","Nothing. I would need other things to change outside of AI, unless AI can be adapted to the issues I have with my job.",pass,professional_scientific_technical_services,intermediate_experienced,50_249,40_49,0_none,1_2_years,35_44,us,man,,
yes,employed_full_time,yes_weekly,1,2,2,3,2,5,2,2,1,5,5,1,4,5,8,5,8,people_understand_better,2,2,1,1,1,It has not changed the sense of who I am at work at all aside from maybe one difference. Sometimes I feel obsolete and less important.,Making every part of the work process require my input.,pass,retail_sales_consumer_services,intermediate_experienced,5000_or_more,40_49,26_50,6_10_years,25_34,uk,man,,
yes,employed_full_time,yes_daily,6,1,6,6,7,7,2,2,1,5,1,4,6,9,10,9,8,people_understand_better,4,5,4,4,4,It has made me much more productive and quicker,"Nothing, my identity and purpose is that of my own",pass,transport_logistics_warehousing,intermediate_experienced,250_999,40_49,1_10,1_2_years,25_34,ca,woman,,
yes,employed_full_time,yes_occasionally,6,2,5,7,4,6,4,1,1,1,1,5,7,9,9,8,9,people_understand_better,3,4,3,4,3,AI hasn't yet impinged on my work to any great extent so it hasn't changed my sense of who I am. Even it became more prevalent I wouldn't allow it to to the way I feel about myself.,If it transformed my performance and output to such a degree that my standing in the organisation rise dramatically but I don't envisage such a scenario becoming reality.,pass,education_training,intermediate_experienced,1000_4999,30_39,1_10,3_5_years,55_65,uk,man,,
yes,self_employed_freelance,yes_daily,5,6,4,2,3,5,7,5,5,5,6,4,6,7,9,1,6,people_understand_better,3,2,4,2,2,"Ai has shaken the foundation of who i am at work, I have had to drastically change my job description and skillset to accomodate this new AI boom",Once I have cemented myself in a role that ai cant take over,pass,retail_sales_consumer_services,manager_team_leader,10_49,30_39,11_25,6_10_years,35_44,uk,man,,
yes,employed_part_time,no_never,5,1,7,7,4,5,1,5,4,2,1,4,5,7,7,9,8,people_understand_better,4,4,3,3,2,"It hasn't yet. I think AI is as useful as the person using it though, a bad prompt will lead to less favourable information than a well-written one.","AI training for people so they know how to not accept ""hallucinations"" as fact.",pass,hospitality_food_tourism,intermediate_experienced,5000_or_more,10_19,0_none,6_11_months,35_44,uk,man,,
yes,employed_full_time,yes_daily,1,3,3,5,3,2,4,3,3,4,3,5,3,2,2,2,4,ai_understands_better,2,2,2,2,2,"I do not feel personal stakes in my work as it does not align with my core values. I also do not care about the impact of my work. My main concern is getting a stamp of approval from senior management. AI has helped facilitate this process, and has brought me some ease.",If AI could help me find a way to bring more of my creativity in my work.,pass,government_public_administration,entry_level,5000_or_more,30_39,11_25,3_5_years,25_34,ca,woman,,
yes,employed_full_time,yes_daily,5,6,5,5,4,3,5,4,5,5,4,5,6,7,7,6,8,depends_same,4,3,3,4,3,Makes me feel like a more valuable employee.,align my working tasks with my personal strengths,pass,professional_scientific_technical_services,manager_team_leader,50_249,40_49,26_50,1_2_years,25_34,au,man,,
yes,employed_full_time,yes_weekly,7,1,7,7,7,7,1,7,1,1,1,1,7,8,10,7,7,people_understand_better,4,5,3,3,5,"It hasn't. I use it to assist my work, but the core of my job is still done by me, so I don't feel any less of a worker because of AI.","I can't really think of any change, I only see it as useful.",pass,other,senior_specialist,10_49,30_39,1_10,6_10_years,35_44,us,man,Installation and Maintenance,
yes,employed_full_time,yes_occasionally,6,3,5,5,6,4,5,2,1,3,3,1,4,5,7,4,6,people_understand_better,3,4,1,1,3,It makes me feel slightly less relevant,See that others use it so I am not alone,pass,government_public_administration,manager_team_leader,250_999,40_49,1_10,3_5_years,18_24,us,man,,
yes,employed_full_time,yes_occasionally,4,1,4,5,6,5,4,3,5,3,3,6,5,5,6,4,7,people_understand_better,4,4,4,4,4,I have made an effort to be more aware of my work so that AI does not replace me,removal of AI,pass,finance_banking_insurance,senior_specialist,1000_4999,40_49,1_10,3_5_years,25_34,us,man,,
yes,self_employed_freelance,no_never,5,1,6,6,4,5,5,4,2,2,3,6,2,7,9,8,9,people_understand_better,2,2,3,3,2,It hasn't.,I don't know,pass,other,owner_founder,just_me,30_39,0_none,6_10_years,35_44,us,woman,Personal services,
yes,employed_full_time,yes_daily,6,4,4,4,5,3,6,4,4,3,2,6,5,7,7,4,5,people_understand_better,2,3,2,2,3,It worries me a bit because it can achieve some of the tasks i do more rapidly,None,pass,government_public_administration,senior_specialist,5000_or_more,30_39,11_25,more_than_10_years,35_44,ca,man,,
yes,self_employed_freelance,yes_weekly,6,4,6,6,4,2,2,6,2,4,2,6,4,8,8,4,6,depends_same,2,4,2,4,4,No. I have used AI to generate images and I am relatively unimpress.,"I don't know, but I feel the quality of AI image generation could improve.",pass,retail_sales_consumer_services,owner_founder,just_me,50_or_more,11_25,6_10_years,25_34,uk,woman,,
yes,employed_full_time,yes_occasionally,4,1,6,7,6,6,1,4,1,5,1,1,5,7,7,5,8,people_understand_better,4,4,3,2,4,It hasn't changed that aspect of me,"I don't see AI as meaningfully changing my identity and purpose. Rather, it is a tool to make me more efficient",pass,information_technology_software,senior_specialist,5000_or_more,40_49,11_25,3_5_years,35_44,us,man,,
yes,self_employed_freelance,no_never,4,2,5,4,4,7,2,1,4,2,4,5,4,5,7,3,6,people_understand_better,3,4,2,1,4,"AI has somewhat cheapened my sense of who I am at work not because it has undercut my job, but because others (with no knowledge of my industry) perceive AI as one day replacing my role even though it is unlikely to do so any time soon.",I haven't the faintest clue how to answer that.,pass,marketing_advertising_communications,owner_founder,just_me,30_39,0_none,more_than_10_years,35_44,us,non_binary,,
yes,employed_full_time,yes_daily,6,1,7,7,7,6,1,7,4,6,5,1,7,9,9,8,8,depends_same,4,5,4,4,5,I do not think AI has changed me or my sense at work. I think it has improved my ability to work efficiently.,I think AI still needs a little tweak for my personal preference on how I work and I think it will not take long time when AI is matured enough for that.,pass,construction_trades,senior_specialist,50_249,40_49,11_25,3_5_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,7,7,7,7,7,6,5,6,5,6,5,6,5,9,8,9,8,people_understand_better,5,4,5,4,5,AI has improved the performance of the work. It has helped in automation.,The privacy and security.,pass,information_technology_software,intermediate_experienced,5000_or_more,40_49,51_75,3_5_years,35_44,us,man,,
yes,employed_full_time,yes_weekly,6,2,6,6,6,6,2,6,4,4,4,4,6,7,7,8,8,depends_same,4,4,3,3,3,"No, it hasn't really made much difference as yet",Nothing I can think of,pass,construction_trades,manager_team_leader,50_249,30_39,1_10,3_5_years,45_54,au,man,,
yes,self_employed_freelance,yes_daily,6,3,6,7,7,7,2,4,2,5,2,1,7,7,9,8,8,people_understand_better,4,5,4,4,5,It gives me ideas and provides correct syntax that save me a lot of time. But it has not changed any sense of who I am.,I can't think of anything that AI could do to affect my identity or purpose at work,pass,information_technology_software,owner_founder,just_me,50_or_more,1_10,3_5_years,55_65,au,man,,
yes,employed_full_time,yes_daily,5,1,7,7,7,7,1,2,1,1,1,1,7,10,8,9,9,people_understand_better,4,4,4,4,4,AI has not changed my sense of who I am but it has made me more efficient and productive at work,I can't think of any.,pass,education_training,intermediate_experienced,5000_or_more,40_49,0_none,6_10_years,35_44,us,woman,,
yes,employed_full_time,yes_daily,3,1,5,6,5,6,4,4,1,4,2,2,3,6,6,5,8,people_understand_better,3,2,2,3,4,"It's made me more confident when communicating with clients and helps me to better understand technical terms and requests as it can explain things to me with different prompts, which helps me be more suction my role. So I suppose it's given me some confidence especially BC I am new in my role and industry.","I don't think it can improve my ""identity"" but like I said before, it can make me more confident",pass,information_technology_software,intermediate_experienced,1000_4999,30_39,1_10,less_than_6_months,25_34,ca,woman,,
yes,self_employed_freelance,yes_weekly,7,1,7,7,7,7,1,7,4,1,1,1,7,10,10,8,8,people_understand_better,4,3,2,1,4,it hasn't changed my sense of self at all. my job is literally self expression.,getting a better understanding of how to get it to do what i want it to do,pass,media_arts_entertainment,owner_founder,just_me,30_39,1_10,more_than_10_years,45_54,us,woman,,
yes,employed_full_time,yes_weekly,5,4,4,3,3,6,5,5,4,5,2,4,4,8,9,6,8,people_understand_better,3,2,4,2,3,It makes me more dedicated to lifelong learning to stay competitive and up to date,Being able to learn how to use it to do a particular task very well that I become to go to person or leader for those tasks.,pass,professional_scientific_technical_services,manager_team_leader,5000_or_more,40_49,1_10,3_5_years,25_34,ca,woman,,
yes,employed_full_time,yes_weekly,6,2,5,5,6,6,3,3,5,5,6,7,5,4,7,5,6,people_understand_better,4,5,4,4,5,AI has made me save time on easy tasks and can focus on the more important tasks,Remove the negative stigma attahced to it,pass,mining_energy_utilities,manager_team_leader,50_249,40_49,1_10,3_5_years,35_44,au,man,,
yes,employed_full_time,yes_daily,4,2,5,5,4,4,4,4,4,5,4,1,4,5,7,7,7,people_understand_better,4,4,4,4,4,AI has not changed my sense of who I am at work.,Nothing that I can think of.,pass,health_social_care,manager_team_leader,5000_or_more,40_49,26_50,3_5_years,35_44,ca,man,,
yes,employed_full_time,yes_daily,7,1,5,6,7,7,2,6,4,7,1,1,7,7,9,3,9,people_understand_better,2,2,2,3,3,It hasn't impacted my sense of identity but does help me be more efficient.,Giving it access to our knowledge base and training on finding solutions to difficult issues and helping me with this.,pass,information_technology_software,intermediate_experienced,250_999,40_49,76_100,3_5_years,35_44,nz,man,,
yes,employed_full_time,yes_daily,5,3,5,5,6,1,1,1,1,1,1,5,2,7,6,6,4,people_understand_better,4,3,3,3,4,"it hasn't, it has simply made me more efficient at some tasks",by being safer with data - too risky,pass,government_public_administration,senior_specialist,5000_or_more,30_39,1_10,1_2_years,35_44,au,woman,,
yes,employed_part_time,yes_occasionally,6,4,6,7,6,5,7,5,7,7,6,2,5,8,8,4,6,people_understand_better,2,4,1,2,2,it makes me feel insucre,a little bit,pass,hospitality_food_tourism,manager_team_leader,5000_or_more,20_29,11_25,3_5_years,45_54,ca,woman,,
yes,employed_part_time,yes_occasionally,4,5,3,3,3,4,5,4,4,6,4,3,2,3,4,2,4,depends_same,3,2,1,1,2,I feel like I'm slowly being replaced with AI at work,"I think if we used it very minimally, like we only used it to help suggest ideas for example",pass,retail_sales_consumer_services,entry_level,250_999,20_29,11_25,1_2_years,18_24,ca,woman,,
yes,employed_part_time,no_never,2,1,3,1,4,4,1,4,1,1,1,2,4,4,9,7,5,people_understand_better,4,3,3,2,4,it has no relevance to the work i do - im a delivery driver,not applicable,pass,transport_logistics_warehousing,entry_level,5000_or_more,10_19,0_none,more_than_10_years,55_65,uk,man,,
yes,employed_part_time,no_never,6,1,6,4,4,4,3,5,4,1,1,4,4,10,10,10,10,people_understand_better,3,1,4,2,5,"My current job is one that is unlikely to ever be replaced by AI because my employers specifically value the human aspect. As a church musician, I am actually more likely to be replaced by recorded human-made music than by AI. However, the thought has crossed my mind that AI-generated music could become part of that, and many people can't tell the difference, so even if unintentional, it could happen. I used to work as a UX researcher - a career which I am interested in re-entering - and have noticed that AI has dramatically changed the landscape of UX research in a way that might make my skills redundant. This makes me sad because I really value and identify with my UX skills, but I'm being pragmatic and trying to get work in AI training to move with the times.",I don't think AI could ever have a positive impact on my identity and purpose.,pass,media_arts_entertainment,intermediate_experienced,not_sure,less_than_10,0_none,1_2_years,25_34,au,non_binary,,
yes,employed_full_time,yes_daily,6,7,6,7,4,6,5,7,7,6,5,6,5,10,10,9,9,people_understand_better,4,5,1,5,4,"AI has made work feel more flexible and reflective, encouraging more focus on problem-solving and creativity rather than routine tasks. It's changed how expertise feelsâless about memorizing facts and more about interpreting insights and making thoughtful decisions.",A single change that would help AI strengthen identity and purpose at work would be greater transparencyâunderstanding how it reaches conclusions and where its data comes from. That clarity would build more trust and a sense of partnership rather than dependence.,pass,education_training,manager_team_leader,250_999,40_49,51_75,more_than_10_years,45_54,us,woman,,
yes,employed_full_time,yes_weekly,6,5,6,6,4,6,6,7,6,6,7,4,5,7,10,8,7,people_understand_better,4,3,5,4,4,Definitely the amount of information that was included specifically within the information given,Accurate and not confusing information mainly,pass,finance_banking_insurance,intermediate_experienced,1000_4999,40_49,11_25,3_5_years,18_24,us,man,,
yes,employed_full_time,yes_daily,6,1,5,6,5,5,1,3,1,6,6,5,4,8,7,5,5,people_understand_better,4,3,4,5,4,It's streamlined boring tasks,Better results,pass,finance_banking_insurance,manager_team_leader,5000_or_more,40_49,26_50,1_2_years,35_44,us,man,,
yes,employed_part_time,no_never,2,2,6,6,4,7,5,1,4,1,1,6,4,5,6,5,8,people_understand_better,2,2,3,4,1,"No, it hasn't. But in a broader sense the community etc. I feel there will be a time that ai is threatening",Maybe as a assistant to bounce ideas off or give tips and reminders to daily work life,pass,agriculture_forestry_fishing,entry_level,2_9,10_19,0_none,6_10_years,25_34,au,man,,
yes,employed_part_time,yes_daily,6,3,6,6,6,6,3,6,4,6,6,2,6,8,8,9,8,people_understand_better,4,4,3,3,4,"AI has made me more efficient and reflective in my role. It helps me analyze information faster and focus on creative, empathetic, and human-centered aspects of my work, reminding me that my value lies in judgment and connection rather than routine tasks.",If AI became better at offering personalized insights that support growth and well-beingânot just productivityâit would strengthen my sense of purpose and make me feel more supported and empowered in my work.,pass,health_social_care,manager_team_leader,50_249,20_29,26_50,3_5_years,45_54,us,woman,,
yes,employed_part_time,yes_daily,6,3,5,6,6,6,3,6,2,5,6,5,6,7,8,9,8,depends_same,5,4,4,5,4,"AI has changed mainly the way I work. Working in web development requires a lot of code, and doing it by hand requires sometimes a bit too much time. In a sense, AI has changed my productivity levels and how fast I get work done. People have recognized me for getting tasks done on time and leading them as well, and part of it is due to AI.",I feel if everyone in my work was open to using it or would at least announce when they are using it so that there are no doubts. This would make AI improve my identity and purpose at work since it allows me to have more confidence when I use it.,pass,information_technology_software,entry_level,1000_4999,20_29,26_50,6_11_months,18_24,ca,man,,
yes,employed_full_time,no_never,2,1,1,1,1,1,5,3,4,1,1,1,1,1,5,1,6,people_understand_better,1,1,1,1,1,Walgreens is stuck in the past; there is no AI usage at our work.,"It'd be nice to have software not from 1999, so that we could use AI to automatically resolve simple insurance rejections.",pass,health_social_care,intermediate_experienced,5000_or_more,40_49,0_none,3_5_years,25_34,us,man,,
yes,employed_full_time,yes_occasionally,7,3,7,7,7,6,3,2,4,1,2,2,7,10,8,8,10,people_understand_better,4,2,3,4,5,I feel like I can consult AI for resources and help on things instead of consulting coworkers so sometimes I feel I became more independent but only slightly.,If it could sort my tasks in order of urgency based on my emails and messages each morning.,pass,government_public_administration,intermediate_experienced,5000_or_more,30_39,1_10,3_5_years,25_34,ca,woman,,
yes,employed_full_time,yes_weekly,6,2,7,6,6,6,1,6,1,6,4,3,6,8,9,9,8,people_understand_better,5,5,5,5,5,"AI hasn't changed the sense of who I am at work, infact, AI makes work faster for me which I am happy about",Faster workflow,pass,media_arts_entertainment,intermediate_experienced,50_249,30_39,1_10,1_2_years,25_34,uk,man,,
yes,employed_full_time,yes_weekly,5,3,4,3,3,4,5,6,2,4,5,6,4,7,6,5,8,people_understand_better,2,2,3,2,4,"It makes me worry that my long term stability at the school I work at is threatened, or that jobs will be cut. I think that eventually lots of jobs will be lost to AI.",I would love it if we could use it for time consuming tasks so that I have more time to focus on actually teaching students. This is one way to use the technology well.,pass,education_training,intermediate_experienced,50_249,40_49,11_25,3_5_years,25_34,us,man,,
yes,employed_part_time,yes_daily,6,1,1,6,6,6,1,6,4,6,1,1,6,9,9,7,7,people_understand_better,3,3,4,4,4,It hasn't it just helps me clarify my thoughts,no change,pass,health_social_care,intermediate_experienced,2_9,10_19,11_25,6_10_years,35_44,au,woman,,
yes,employed_full_time,yes_weekly,5,6,6,5,5,6,6,5,6,5,5,6,6,9,8,8,8,people_understand_better,4,4,3,4,4,It increased my confidence level,heavy application of it,pass,health_social_care,senior_specialist,50_249,30_39,26_50,6_10_years,45_54,us,man,,
yes,employed_part_time,yes_occasionally,2,1,5,6,3,1,5,7,4,5,7,6,6,3,6,2,8,people_understand_better,3,1,2,1,1,It hasn't changed my sense of self,If it found me a job more aligned with my values,pass,retail_sales_consumer_services,intermediate_experienced,5000_or_more,20_29,26_50,3_5_years,25_34,ca,woman,,
yes,employed_full_time,yes_daily,6,1,7,6,5,7,3,7,6,7,5,1,7,9,10,8,10,people_understand_better,3,4,4,4,5,"It has made me more valuable, successful and productive",When we collaborate together as cobot to achieve great success together,pass,construction_trades,manager_team_leader,1000_4999,30_39,51_75,6_10_years,45_54,uk,woman,,
yes,employed_part_time,no_never,1,1,4,4,4,4,1,1,1,1,1,7,4,1,5,0,5,people_understand_better,4,4,1,1,4,"It hasn't, it's more something the kids try to use.",Not allowing it at all.,pass,education_training,manager_team_leader,250_999,30_39,0_none,3_5_years,45_54,us,woman,,
yes,employed_full_time,yes_daily,5,4,5,5,5,6,4,5,2,6,4,5,5,6,7,7,8,people_understand_better,3,4,3,3,3,it hasnt really changed my sense of who i am,Thst it was never wrong,pass,hospitality_food_tourism,intermediate_experienced,10_49,40_49,11_25,1_2_years,45_54,uk,man,,
yes,employed_full_time,yes_occasionally,7,4,5,5,2,5,2,5,6,4,5,6,3,9,9,9,7,people_understand_better,4,5,4,5,4,i can say that ai has not changed much because i occasionally use it in my workplace,through personalization,pass,construction_trades,manager_team_leader,50_249,40_49,11_25,3_5_years,25_34,us,woman,,
yes,employed_full_time,no_never,6,1,6,4,4,5,2,2,4,1,1,1,1,8,8,7,8,depends_same,3,4,4,4,3,I don't use AI at work,Nothing,pass,transport_logistics_warehousing,intermediate_experienced,250_999,30_39,0_none,3_5_years,25_34,uk,woman,,
yes,employed_full_time,yes_daily,7,2,7,7,7,7,3,7,4,7,7,1,5,8,7,6,7,people_understand_better,4,2,3,1,5,I have felt it has become a great tool in assisting me navigate a new role I have just come into.,I would love to make it that everything that has been produced with the assistance of AI has a label saying it is AI assisted.,pass,agriculture_forestry_fishing,intermediate_experienced,50_249,40_49,51_75,less_than_6_months,35_44,au,woman,,
yes,employed_full_time,yes_daily,4,2,6,6,4,5,2,5,1,4,1,1,6,8,9,6,9,people_understand_better,4,4,3,2,5,I use AI for writing emails and I am advocating an upgrade to the CMM decices we use to include AI in the workflow.,Using AI for interpreting datsets of the CMM will make the digital part copies more accurately and help to improve customer satisfaction.,pass,manufacturing_production,intermediate_experienced,1000_4999,40_49,1_10,1_2_years,55_65,us,man,,
yes,employed_full_time,yes_occasionally,6,2,6,7,6,6,1,4,2,5,3,4,6,8,8,7,9,people_understand_better,4,4,4,4,4,I think if anything it has given me the ability to concentrate on more in-depth tasks more which has made me feel more efficient and a better part of the team.,Automatically integrating into small things such as quick response to unimportant emails and calendar updates.,pass,education_training,director_executive,10_49,40_49,1_10,6_10_years,25_34,au,woman,,
yes,employed_full_time,yes_daily,7,2,6,5,2,5,2,6,6,6,6,2,6,9,9,9,9,depends_same,4,4,4,3,4,"Yes, because it has really proved my productivity and efficiency.",The ability to deeply understand and adapt to individual users' long-term goals and working styles.,pass,information_technology_software,manager_team_leader,10_49,50_or_more,51_75,1_2_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,7,7,7,7,6,6,5,6,7,7,6,1,6,8,9,8,7,people_understand_better,5,4,4,5,5,"Yes, it has improved my work and brought a more productive side of me",the ability for it to humanise tones and feelings just like humans and reduction in errors,pass,information_technology_software,manager_team_leader,50_249,40_49,26_50,3_5_years,25_34,au,man,,
yes,employed_part_time,yes_weekly,6,1,6,7,6,7,1,6,1,1,1,1,7,9,10,8,9,people_understand_better,4,4,4,4,5,i has not changed this at all,a reliable tool for marking my students work,pass,education_training,manager_team_leader,50_249,10_19,1_10,more_than_10_years,over_65,uk,man,,
yes,self_employed_freelance,yes_weekly,4,2,6,6,6,7,5,1,4,4,1,1,6,4,8,5,5,people_understand_better,1,1,4,1,1,"AI has assisted me at work and contributed to my productivity. I still feel like the same person, just more productive.","If AI were to contribute to my ideas, but somehow still help me feel like the ideas were mine.",pass,other,entry_level,5000_or_more,20_29,1_10,6_11_months,45_54,us,man,Education,
yes,employed_full_time,yes_weekly,6,2,6,5,6,6,2,6,4,5,5,2,6,8,9,6,7,people_understand_better,3,4,2,2,4,verry little I use it for basic things like emails,I would make it be able to sort large sets of data to specific criteria,pass,finance_banking_insurance,senior_specialist,5000_or_more,40_49,1_10,6_10_years,45_54,us,man,,
yes,employed_part_time,yes_occasionally,6,2,7,7,5,4,2,3,2,2,2,3,6,9,9,8,9,people_understand_better,4,4,4,3,4,"It hasn't changed me at all, I find AI to be a helpful tool, I use it more often at home than at work.",Im not sure how it would improve my identify or purpose at work,pass,health_social_care,entry_level,1000_4999,30_39,1_10,6_11_months,35_44,ie,man,,
yes,employed_full_time,yes_daily,7,3,7,6,7,5,1,7,5,5,1,1,7,9,10,8,8,people_understand_better,4,4,4,2,4,AI has increased my awareness of my skills. It has also gave me a better sense of my value to the organisation.,I don't think there's any change that could be made to AI to improve this for me. It already works optimally.,pass,government_public_administration,manager_team_leader,1000_4999,30_39,1_10,6_10_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,7,7,7,7,7,7,1,5,1,1,1,1,7,10,10,10,10,depends_same,5,5,5,5,5,I feel it has made Me more happy and productive,mapping out a 5 year plan,pass,information_technology_software,manager_team_leader,5000_or_more,40_49,11_25,more_than_10_years,35_44,us,man,,
yes,employed_full_time,yes_daily,5,7,6,5,4,7,5,7,4,6,4,6,4,5,7,10,6,people_understand_better,3,5,4,3,3,AI has made me reflect more deeply on what aspects of my work are uniquely human,I think AI would strengthen my sense of purpose if it became more transparent and collaborative. if it clearly showed how its insights are formed and invited human input rather than replacing it,pass,finance_banking_insurance,intermediate_experienced,50_249,30_39,11_25,3_5_years,18_24,us,woman,,
yes,employed_full_time,yes_weekly,6,6,7,7,6,7,3,4,3,6,6,4,5,8,8,8,9,people_understand_better,4,5,4,4,4,Sometimes it makes my jobs a little easier and faster,"When I do research, It makes me decide faster",pass,manufacturing_production,manager_team_leader,50_249,40_49,11_25,3_5_years,45_54,ca,man,,
yes,employed_full_time,yes_daily,5,2,7,7,7,7,1,1,4,2,1,2,6,7,10,5,9,people_understand_better,2,3,3,2,3,"It has not changed who I am, if anything just helps me be more efficient at my job.",If it gave me positive feedback about my performance. Otherwise no change,pass,professional_scientific_technical_services,intermediate_experienced,10_49,40_49,1_10,3_5_years,18_24,us,woman,,
yes,employed_full_time,yes_occasionally,2,2,6,5,5,5,5,5,4,5,1,5,5,7,8,4,6,people_understand_better,3,3,3,3,3,"It hasn't changed me at work at all, it is a useful tool for drafting up letter templates but ultimately I make the final edits.",Becoming better at doing what I need it to do.,pass,nonprofit_community_charity_work,senior_specialist,1000_4999,30_39,1_10,6_11_months,25_34,uk,man,,
yes,employed_full_time,yes_daily,7,6,7,7,6,7,1,7,6,7,6,2,7,8,10,10,9,people_understand_better,4,5,4,4,5,"AI gives me support in my work. The are some information that i might need at a given time, so i use the AI tools to search for that information and synthesize and educate myself.",Since AI is a diverse source of information. I tend to learn more from AI hence getting more skills that are relevant to my profession,pass,finance_banking_insurance,manager_team_leader,50_249,30_39,11_25,more_than_10_years,35_44,us,man,,
yes,employed_full_time,yes_daily,4,2,5,5,5,5,3,5,3,4,3,1,4,6,6,6,6,people_understand_better,4,4,4,4,3,I am more confident about the work I do since I can confirm accuracy using Ai tools,Being emotionally present would help a little.,pass,information_technology_software,manager_team_leader,50_249,20_29,26_50,3_5_years,25_34,uk,man,,
yes,employed_full_time,yes_daily,6,3,5,7,6,6,3,7,2,3,2,3,5,8,8,6,7,depends_same,4,4,3,2,4,It makes me more productive,I don't know,pass,education_training,manager_team_leader,50_249,30_39,26_50,3_5_years,25_34,uk,woman,,
yes,self_employed_freelance,no_never,5,3,5,2,3,4,3,3,4,3,4,5,3,6,5,4,6,people_understand_better,3,3,2,3,3,It hasn't yet,Make AI plagiarism illegal,pass,media_arts_entertainment,other,just_me,30_39,0_none,6_10_years,18_24,uk,woman,,Freelancer
