consent,Prolific ID,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check�  , industry,role_seniority,org_size,work_hours,ai_task_percentage  ,role_tenure,age_group,  country ,gender
1,6745f0206dd8c1fed2c5d160,Self-employed / freelance,0,5,1,6,6,4,5,5,4,2,2,3,6,2,7,9,8,9,People who know me understand me better than AI does,2,2,3,3,2,It hasn't.,I don't know ,Agree,Personal services ,Owner / Founder (runs or owns the business),Just me (self-employed / freelance),30-39 hours,0% (none of my tasks),6-10 years,35-44,US,Woman
1,5c2532b88e8f1e0001a88fcb,Employed full-time,3,6,4,4,4,5,3,6,4,4,3,2,6,5,7,7,4,5,People who know me understand me better than AI does,2,3,2,2,3,It worries me a bit because it can achieve some of the tasks i do more rapidly,None,Agree,Government & Public Administration,"Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,11-25%,More than 10 years,35-44,Canada,Man
1,665cffa294d28913423afcfd,Self-employed / freelance,2,6,4,6,6,4,2,2,6,2,4,2,6,4,8,8,4,6,It depends / about the same,2,4,2,4,4,No. I have used AI to generate images and I am relatively unimpress.,"I don't know, but I feel the quality of AI image generation could improve.",Agree,"Retail, Sales & Consumer Services",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),50 hours or more,11-25%,6-10 years,25-34,UK,Woman
1,676f2ff678d74407b518207d,Employed full-time,1,4,1,6,7,6,6,1,4,1,5,1,1,5,7,7,5,8,People who know me understand me better than AI does,4,4,3,2,4,It hasn't changed that aspect of me,"I don't see AI as meaningfully changing my identity and purpose. Rather, it is a tool to make me more efficient",Agree,Information Technology & Software,"Senior specialist (highly experienced, no direct reports)","5,000 or more people",40-49 hours,11-25%,3-5 years,35-44,US,Man
1,5fcc06c8cb747a9e9f83e542,Self-employed / freelance,0,4,2,5,4,4,7,2,1,4,2,4,5,4,5,7,3,6,People who know me understand me better than AI does,3,4,2,0,4,"AI has somewhat cheapened my sense of who I am at work not because it has undercut my job, but because others (with no knowledge of my industry) perceive AI as one day replacing my role even though it is unlikely to do so any time soon. ",I haven't the faintest clue how to answer that.,Agree,"Marketing, Advertising & Communications",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),30-39 hours,0% (none of my tasks),More than 10 years,35-44,US,Non-binary
1,5c3f9ae8ef1d0d0001b2d5e4,Employed full-time,3,6,1,7,7,7,6,1,7,4,6,5,1,7,9,9,8,8,It depends / about the same,4,5,4,4,5,I do not think AI has changed me or my sense at work. I think it has improved my ability to work efficiently.,I think AI still needs a little tweak for my personal preference on how I work and I think it will not take long time when AI is matured enough for that.,Agree,Construction & Trades,"Senior specialist (highly experienced, no direct reports)",50-249 people,40-49 hours,11-25%,3-5 years,35-44,UK,Man
1,60e5cb4ca01a593fce9a379d,Employed full-time,3,7,7,7,7,7,6,5,6,5,6,5,6,5,9,8,9,8,People who know me understand me better than AI does,5,4,5,4,5,AI has improved the performance of the work. It has helped in automation.,The privacy and security.,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),"5,000 or more people",40-49 hours,51-75%,3-5 years,35-44,US,Man
1,660b3b3047e741dc38349724,Employed full-time,2,6,2,6,6,6,6,2,6,4,4,4,4,6,7,7,8,8,It depends / about the same,4,4,3,3,3,"No, it hasn't really made much difference as yet",Nothing I can think of,Agree,Construction & Trades,Manager / Team leader (supervises others),50-249 people,30-39 hours,1-10%,3-5 years,45-54,Australia,Man
1,665ae83fe8e62bc79a731fb9,Self-employed / freelance,3,6,3,6,7,7,7,2,4,2,5,2,1,7,7,9,8,8,People who know me understand me better than AI does,4,5,4,4,5,It gives me ideas and provides correct syntax that save me a lot of time. But it has not changed any sense of who I am.,I can't think of anything that AI could do to affect my identity or purpose at work,Agree,Information Technology & Software,Owner / Founder (runs or owns the business),Just me (self-employed / freelance),50 hours or more,1-10%,3-5 years,55-65,Australia,Man
1,65c128e28c1ed7690f805e53,Employed full-time,3,5,1,7,7,7,7,1,2,1,1,1,1,7,10,8,9,9,People who know me understand me better than AI does,4,4,4,4,4,AI has not changed my sense of who I am but it has made me more efficient and productive at work,I can't think of any.,Agree,Education & Training,Intermediate / Experienced (non-management professional),"5,000 or more people",40-49 hours,0% (none of my tasks),6-10 years,35-44,US,Woman
1,610761e24c57926a06f219e2,Employed full-time,3,3,1,5,6,5,6,4,4,1,4,2,2,3,6,6,5,8,People who know me understand me better than AI does,3,2,2,3,4,"It's made me more confident when communicating with clients and helps me to better understand technical terms and requests as it can explain things to me with different prompts, which helps me be more suction my role. So I suppose it's given me some confidence especially BC I am new in my role and industry. ","I don't think it can improve my ""identity"" but like I said before, it can make me more confident ",Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,1-10%,Less than 6 months,25-34,Canada,Woman
1,6706bc0d8c98b64939838b2e,Self-employed / freelance,2,7,1,7,7,7,7,1,7,4,1,1,1,7,10,10,8,8,People who know me understand me better than AI does,4,3,2,1,4,it hasn't changed my sense of self at all. my job is literally self expression.,getting a better understanding of how to get it to do what i want it to do,Agree,"Media, Arts & Entertainment",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),30-39 hours,1-10%,More than 10 years,45-54,US,Woman
1,56b3edf12bac74000d89e452,Employed full-time,2,5,4,4,3,3,6,5,5,4,5,2,4,4,8,9,6,8,People who know me understand me better than AI does,3,2,4,2,3,It makes me more dedicated to lifelong learning to stay competitive and up to date,Being able to learn how to use it to do a particular task very well that I become to go to person or leader for those tasks.,Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,1-10%,3-5 years,25-34,Canada,Woman
1,65a98b603d26f0891b9241d8,Employed full-time,2,6,2,5,5,6,6,3,3,5,5,6,7,5,4,7,5,6,People who know me understand me better than AI does,4,5,4,4,5,AI has made me save time on easy tasks and can focus on the more important tasks,Remove the negative stigma attahced to it,Agree,"Mining, Energy & Utilities",Manager / Team leader (supervises others),50-249 people,40-49 hours,1-10%,3-5 years,35-44,Australia,Man
1,66ce5477ae79da64474cd4f6,Employed full-time,3,4,2,5,5,4,4,4,4,4,5,4,1,4,5,7,7,7,People who know me understand me better than AI does,4,4,4,4,4,AI has not changed my sense of who I am at work. ,Nothing that I can think of. ,Agree,Health & Social Care,Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,26-50%,3-5 years,35-44,Canada,Man
1,66125c309e5fdbc4ec2f52ba,Employed full-time,3,7,1,5,6,7,7,2,6,4,7,1,1,7,7,9,3,9,People who know me understand me better than AI does,2,2,2,3,3,It hasn't impacted my sense of identity but does help me be more efficient.,Giving it access to our knowledge base and training on finding solutions to difficult issues and helping me with this.,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),250-999 people,40-49 hours,76-100%,3-5 years,35-44,New Zealand,Man
1,66319114af41f541bea37d54,Employed full-time,3,5,3,5,5,6,1,1,1,1,1,1,5,2,7,6,6,4,People who know me understand me better than AI does,4,3,3,3,4,"it hasn't, it has simply made me more efficient at some tasks",by being safer with data - too risky,Agree,Government & Public Administration,"Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,1-10%,1-2 years,35-44,Australia,Woman
1,5fdb332eb34a6f617f8dba58,Employed part-time,1,6,4,6,7,6,5,7,5,7,7,6,2,5,8,8,4,6,People who know me understand me better than AI does,2,4,1,2,2,it makes me feel insucre,a little bit,Agree,"Hospitality, Food & Tourism",Manager / Team leader (supervises others),"5,000 or more people",20-29 hours,11-25%,3-5 years,45-54,Canada,Woman
1,67c535ec3af64efa48e9a601,Employed part-time,1,4,5,3,3,3,4,5,4,4,6,4,3,2,3,4,2,4,It depends / about the same,3,2,1,0,2,I feel like I'm slowly being replaced with AI at work,"I think if we used it very minimally, like we only used it to help suggest ideas for example",Agree,"Retail, Sales & Consumer Services","Entry level (early career, trainee, or assistant)",250-999 people,20-29 hours,11-25%,1-2 years,18-24,Canada,Woman
1,5ceecd8f12495000011572be,Employed part-time,0,2,1,3,1,4,4,1,4,1,1,1,2,4,4,9,7,5,People who know me understand me better than AI does,4,3,3,2,4,it has no relevance to the work i do - im a delivery driver,not applicable,Agree,"Transport, Logistics & Warehousing","Entry level (early career, trainee, or assistant)","5,000 or more people",10-19 hours,0% (none of my tasks),More than 10 years,55-65,UK,Man
1,69128268a333f19e87fbb55d,Employed part-time,0,6,1,6,4,4,4,3,5,4,1,1,4,4,10,10,10,10,People who know me understand me better than AI does,3,1,4,2,5,"My current job is one that is unlikely to ever be replaced by AI because my employers specifically value the human aspect. As a church musician, I am actually more likely to be replaced by recorded human-made music than by AI. However, the thought has crossed my mind that AI-generated music could become part of that, and many people can't tell the difference, so even if unintentional, it could happen. I used to work as a UX researcher - a career which I am interested in re-entering - and have noticed that AI has dramatically changed the landscape of UX research in a way that might make my skills redundant. This makes me sad because I really value and identify with my UX skills, but I'm being pragmatic and trying to get work in AI training to move with the times.",I don't think AI could ever have a positive impact on my identity and purpose.,Agree,"Media, Arts & Entertainment",Intermediate / Experienced (non-management professional),Not sure,Fewer than 10 hours,0% (none of my tasks),1-2 years,25-34,Australia,Non-binary
1,67d47bef1b8777e754726be0,Employed full-time,3,6,7,6,7,4,6,5,7,7,6,5,6,5,10,10,9,9,People who know me understand me better than AI does,4,5,1,5,4,"AI has made work feel more flexible and reflective, encouraging more focus on problem-solving and creativity rather than routine tasks. It's changed how expertise feels—less about memorizing facts and more about interpreting insights and making thoughtful decisions.",A single change that would help AI strengthen identity and purpose at work would be greater transparency—understanding how it reaches conclusions and where its data comes from. That clarity would build more trust and a sense of partnership rather than dependence.,Agree,Education & Training,Manager / Team leader (supervises others),250-999 people,40-49 hours,51-75%,More than 10 years,45-54,US,Woman
1,6609e31201eebc9f6a2de74b,Employed full-time,2,6,5,6,6,4,6,6,7,6,6,7,4,5,7,10,8,7,People who know me understand me better than AI does,4,3,5,4,4,Definitely the amount of information that was included specifically within the information given,Accurate and not confusing information mainly,Agree,"Finance, Banking & Insurance",Intermediate / Experienced (non-management professional),"1,000-4,999 people",40-49 hours,11-25%,3-5 years,18-24,US,Man
1,60712d937752fb8780e89951,Employed full-time,3,6,1,5,6,5,5,1,3,1,6,6,5,4,8,7,5,5,People who know me understand me better than AI does,4,3,4,5,4,It's streamlined boring tasks,Better results,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,26-50%,1-2 years,35-44,US,Man
1,65664411092a12ab8baca0ad,Employed part-time,0,2,2,6,6,4,7,5,1,4,1,1,6,4,5,6,5,8,People who know me understand me better than AI does,2,2,3,4,0,"No, it hasn't. But in a broader sense the community etc. I feel there will be a time that ai is threatening ",Maybe as a assistant to bounce ideas off or give tips and reminders to daily work life,Agree,"Agriculture, Forestry & Fishing","Entry level (early career, trainee, or assistant)",2-9 people,10-19 hours,0% (none of my tasks),6-10 years,25-34,Australia,Man
1,675a2ef45fbe0cc52b8403ae,Employed part-time,3,6,3,6,6,6,6,3,6,4,6,6,2,6,8,8,9,8,People who know me understand me better than AI does,4,4,3,3,4,"AI has made me more efficient and reflective in my role. It helps me analyze information faster and focus on creative, empathetic, and human-centered aspects of my work, reminding me that my value lies in judgment and connection rather than routine tasks.",If AI became better at offering personalized insights that support growth and well-being—not just productivity—it would strengthen my sense of purpose and make me feel more supported and empowered in my work.,Agree,Health & Social Care,Manager / Team leader (supervises others),50-249 people,20-29 hours,26-50%,3-5 years,45-54,US,Woman
1,6659f0aa8b6bbc2b0d33954c,Employed part-time,3,6,3,5,6,6,6,3,6,2,5,6,5,6,7,8,9,8,It depends / about the same,5,4,4,5,4,"AI has changed mainly the way I work. Working in web development requires a lot of code, and doing it by hand requires sometimes a bit too much time. In a sense, AI has changed my productivity levels and how fast I get work done. People have recognized me for getting tasks done on time and leading them as well, and part of it is due to AI.",I feel if everyone in my work was open to using it or would at least announce when they are using it so that there are no doubts. This would make AI improve my identity and purpose at work since it allows me to have more confidence when I use it.,Agree,Information Technology & Software,"Entry level (early career, trainee, or assistant)","1,000-4,999 people",20-29 hours,26-50%,6-11 months,18-24,Canada,Man
1,662d309188a0c69971561350,Employed full-time,0,2,1,1,1,1,1,5,3,4,1,1,1,1,1,5,1,6,People who know me understand me better than AI does,1,1,1,1,1,Walgreens is stuck in the past; there is no AI usage at our work.,"It'd be nice to have software not from 1999, so that we could use AI to automatically resolve simple insurance rejections.",Agree,Health & Social Care,Intermediate / Experienced (non-management professional),"5,000 or more people",40-49 hours,0% (none of my tasks),3-5 years,25-34,US,Man
1,6638f0be4ae6b627408a5c04,Employed full-time,1,7,3,7,7,7,6,3,2,4,1,2,2,7,10,8,8,10,People who know me understand me better than AI does,4,2,3,4,5,I feel like I can consult AI for resources and help on things instead of consulting coworkers so sometimes I feel I became more independent but only slightly. ,If it could sort my tasks in order of urgency based on my emails and messages each morning.,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,1-10%,3-5 years,25-34,Canada,Woman
1,676572d1818b3b26ca9f6ce2,Employed full-time,2,6,2,7,6,6,6,1,6,1,6,4,3,6,8,9,9,8,People who know me understand me better than AI does,5,5,5,5,5,"AI hasn't changed the sense of who I am at work, infact, AI makes work faster for me which I am happy about ",Faster workflow ,Agree,"Media, Arts & Entertainment",Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,1-10%,1-2 years,25-34,UK,Man
1,66e641a57e7f41866f9e705f,Employed full-time,2,5,3,4,3,3,4,5,6,2,4,5,6,4,7,6,5,8,People who know me understand me better than AI does,2,2,3,2,4,"It makes me worry that my long term stability at the school I work at is threatened, or that jobs will be cut. I think that eventually lots of jobs will be lost to AI. ",I would love it if we could use it for time consuming tasks so that I have more time to focus on actually teaching students. This is one way to use the technology well. ,Agree,Education & Training,Intermediate / Experienced (non-management professional),50-249 people,40-49 hours,11-25%,3-5 years,25-34,US,Man
1,63bb79aed472669f48be40cd,Employed part-time,3,6,1,1,6,6,6,1,6,4,6,1,1,6,9,9,7,7,People who know me understand me better than AI does,3,3,4,4,4,It hasn't it just helps me clarify my thoughts,no change,Agree,Health & Social Care,Intermediate / Experienced (non-management professional),2-9 people,10-19 hours,11-25%,6-10 years,35-44,Australia,Woman
1,67e0462ffa88d77a477f6e6d,Employed full-time,2,5,6,6,5,5,6,6,5,6,5,5,6,6,9,8,8,8,People who know me understand me better than AI does,4,4,3,4,4,It increased my confidence level,heavy application of it,Agree,Health & Social Care,"Senior specialist (highly experienced, no direct reports)",50-249 people,30-39 hours,26-50%,6-10 years,45-54,US,Man
1,69137d32ae760fc47e595a65,Employed part-time,1,2,1,5,6,3,1,5,7,4,5,7,6,6,3,6,2,8,People who know me understand me better than AI does,3,1,2,1,1,It hasn't changed my sense of self,If it found me a job more aligned with my values,Agree,"Retail, Sales & Consumer Services",Intermediate / Experienced (non-management professional),"5,000 or more people",20-29 hours,26-50%,3-5 years,25-34,Canada,Woman
1,6710a58eeff954cb2243950e,Employed full-time,3,6,1,7,6,5,7,3,7,6,7,5,1,7,9,10,8,10,People who know me understand me better than AI does,3,4,4,4,5,"It has made me more valuable, successful and productive ",When we collaborate together as cobot to achieve great success together ,Agree,Construction & Trades,Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,51-75%,6-10 years,45-54,UK,Woman
1,662973533159df515afdd606,Employed part-time,0,1,1,4,4,4,4,1,1,1,1,1,7,4,1,5,0,5,People who know me understand me better than AI does,4,4,1,1,4,"It hasn't, it's more something the kids try to use.",Not allowing it at all.,Agree,Education & Training,Manager / Team leader (supervises others),250-999 people,30-39 hours,0% (none of my tasks),3-5 years,45-54,US,Woman
1,6663e96b22437338474611a4,Employed full-time,3,5,4,5,5,5,6,4,5,2,6,4,5,5,6,7,7,8,People who know me understand me better than AI does,3,4,3,3,3,it hasnt really changed my sense of who i am,Thst it was never wrong,Agree,"Hospitality, Food & Tourism",Intermediate / Experienced (non-management professional),10-49 people,40-49 hours,11-25%,1-2 years,45-54,UK,Man
1,63d5b810f3dbbd11e7e65870,Employed full-time,1,7,4,5,5,2,5,2,5,6,4,5,6,3,9,9,9,7,People who know me understand me better than AI does,4,5,4,5,4,i can say that ai has not changed much because i occasionally use it in my workplace,through personalization,Agree,Construction & Trades,Manager / Team leader (supervises others),50-249 people,40-49 hours,11-25%,3-5 years,25-34,US,Woman
1,5efb35574bdb3e05dfa40b6e,Employed full-time,0,6,1,6,4,4,5,2,2,4,1,1,1,1,8,8,7,8,It depends / about the same,3,4,4,4,3,I don't use AI at work,Nothing ,Agree,"Transport, Logistics & Warehousing",Intermediate / Experienced (non-management professional),250-999 people,30-39 hours,0% (none of my tasks),3-5 years,25-34,UK,Woman
1,6912e162160ba494d25a7820,Employed full-time,3,7,2,7,7,7,7,3,7,4,7,7,1,5,8,7,6,7,People who know me understand me better than AI does,4,2,3,1,5,I have felt it has become a great tool in assisting me navigate a new role I have just come into. ,I would love to make it that everything that has been produced with the assistance of AI has a label saying it is AI assisted. ,Agree,"Agriculture, Forestry & Fishing",Intermediate / Experienced (non-management professional),50-249 people,40-49 hours,51-75%,Less than 6 months,35-44,Australia,Woman
1,5e87b4d3e28032100ce68eec,Employed full-time,3,4,2,6,6,4,5,2,5,1,4,1,1,6,8,9,6,9,People who know me understand me better than AI does,4,4,3,2,5,I use AI for writing emails and I am advocating an upgrade to the CMM decices we use to include AI in the workflow.,Using AI for interpreting datsets of the CMM will make the digital part copies more accurately and help to improve customer satisfaction.,Agree,Manufacturing & Production,Intermediate / Experienced (non-management professional),"1,000-4,999 people",40-49 hours,1-10%,1-2 years,55-65,US,Man
1,6599bf63f1a902105cb4f395,Employed full-time,1,6,2,6,7,6,6,1,4,2,5,3,4,6,8,8,7,9,People who know me understand me better than AI does,4,4,4,4,4,I think if anything it has given me the ability to concentrate on more in-depth tasks more which has made me feel more efficient and a better part of the team.,Automatically integrating into small things such as quick response to unimportant emails and calendar updates.,Agree,Education & Training,Director / Executive (leads departments or major functions),10-49 people,40-49 hours,1-10%,6-10 years,25-34,Australia,Woman
1,66d4407f31981698998d25d8,Employed full-time,3,7,2,6,5,2,5,2,6,6,6,6,2,6,9,9,9,9,It depends / about the same,4,4,4,3,4,"Yes, because it has really proved my productivity and efficiency.",The ability to deeply understand and adapt to individual users' long-term goals and working styles.,Agree,Information Technology & Software,Manager / Team leader (supervises others),10-49 people,50 hours or more,51-75%,1-2 years,35-44,UK,Man
1,67ed8c413ee1e246af13b598,Employed full-time,3,7,7,7,7,6,6,5,6,7,7,6,1,6,8,9,8,7,People who know me understand me better than AI does,5,4,4,5,5,"Yes, it has improved my work and brought a more productive side of me",the ability for it to humanise tones and feelings just like humans and reduction in errors,Agree,Information Technology & Software,Manager / Team leader (supervises others),50-249 people,40-49 hours,26-50%,3-5 years,25-34,Australia,Man
1,638070625c26e262f2163254,Employed part-time,2,6,1,6,7,6,7,1,6,1,1,1,1,7,9,10,8,9,People who know me understand me better than AI does,4,4,4,4,5,i has not changed this at all, a reliable tool for marking my students work,Agree,Education & Training,Manager / Team leader (supervises others),50-249 people,10-19 hours,1-10%,More than 10 years,Over 65,UK,Man
1,677fb35eafd357a07e351a9f,Self-employed / freelance,2,4,2,6,6,6,7,5,1,4,4,1,1,6,4,8,5,5,People who know me understand me better than AI does,1,1,4,1,1,"AI has assisted me at work and contributed to my productivity.  I still feel like the same person, just more  productive. ","If AI were to contribute to my ideas, but somehow still help me feel like the ideas were mine.",Agree,Education ,"Entry level (early career, trainee, or assistant)","5,000 or more people",20-29 hours,1-10%,6-11 months,45-54,US,Man
1,5db0e17518230d00170d4332,Employed full-time,2,6,2,6,5,6,6,2,6,4,5,5,2,6,8,9,6,7,People who know me understand me better than AI does,3,4,2,2,4,verry little I use it for basic things like emails,I would make it be able to sort large sets of data to specific criteria,Agree,"Finance, Banking & Insurance","Senior specialist (highly experienced, no direct reports)","5,000 or more people",40-49 hours,1-10%,6-10 years,45-54,US,Man
1,659583e0d5fab84895bfac7c,Employed part-time,1,6,2,7,7,5,4,2,3,2,2,2,3,6,9,9,8,9,People who know me understand me better than AI does,4,4,4,3,4,"It hasn't changed me at all, I find AI to be a helpful tool, I use it more often at home than at work.",Im not sure how it would improve my identify or purpose at work,Agree,Health & Social Care,"Entry level (early career, trainee, or assistant)","1,000-4,999 people",30-39 hours,1-10%,6-11 months,35-44,Ireland,Man
1,601fd27860b197531ca7bdcc,Employed full-time,3,7,3,7,6,7,5,1,7,5,5,1,1,7,9,10,8,8,People who know me understand me better than AI does,4,4,4,2,4,AI has increased my awareness of my skills. It has also gave me a better sense of my value to the organisation.,I don't think there's any change that could be made to AI to improve this for me. It already works optimally.,Agree,Government & Public Administration,Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,1-10%,6-10 years,35-44,UK,Man
1,570d22b35e5156000efd8bd5,Employed full-time,3,7,7,7,7,7,7,1,5,1,1,1,1,7,10,10,10,10,It depends / about the same,5,5,5,5,5,I feel it has made Me more happy and productive,mapping out a 5 year plan,Agree,Information Technology & Software,Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,11-25%,More than 10 years,35-44,US,Man
1,67301111865cf8fa81ac7897,Employed full-time,3,5,7,6,5,4,7,5,7,4,6,4,6,4,5,7,10,6,People who know me understand me better than AI does,3,5,4,3,3,AI has made me reflect more deeply on what aspects of my work are uniquely human,I think AI would strengthen my sense of purpose if it became more transparent and collaborative. if it clearly showed how its insights are formed and invited human input rather than replacing it,Agree,"Finance, Banking & Insurance",Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,11-25%,3-5 years,18-24,US,Woman
1,660dc74069c980824e0efad4,Employed full-time,2,6,6,7,7,6,7,3,4,3,6,6,4,5,8,8,8,9,People who know me understand me better than AI does,4,5,4,4,4,Sometimes it makes my jobs a little easier and faster,"When I do research, It makes me decide faster",Agree,Manufacturing & Production,Manager / Team leader (supervises others),50-249 people,40-49 hours,11-25%,3-5 years,45-54,Canada,Man
1,677e09d332acbbd97ca33ae4,Employed full-time,3,5,2,7,7,7,7,1,1,4,2,1,2,6,7,10,5,9,People who know me understand me better than AI does,2,3,3,2,3,"It has not changed who I am, if anything just helps me be more efficient at my job. ", If it gave me positive feedback about my performance. Otherwise no change ,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),10-49 people,40-49 hours,1-10%,3-5 years,18-24,US,Woman
1,6776ac79dbd42ceb7384bb32,Employed full-time,1,2,2,6,5,5,5,5,5,4,5,1,5,5,7,8,4,6,People who know me understand me better than AI does,3,3,3,3,3,"It hasn't changed me at work at all, it is a useful tool for drafting up letter templates but ultimately I make the final edits.",Becoming better at doing what I need it to do.,Agree,"Non-profit, Community & Charity Work","Senior specialist (highly experienced, no direct reports)","1,000-4,999 people",30-39 hours,1-10%,6-11 months,25-34,UK,Man
1,67c78fbc58d20f4b7fe41479,Employed full-time,3,7,6,7,7,6,7,1,7,6,7,6,2,7,8,10,10,9,People who know me understand me better than AI does,4,5,4,4,5,"AI gives me support in my work. The are some information that i might need at a given time, so i use the AI tools to search for that information and synthesize and educate myself.",Since AI is a diverse source of information. I tend to learn more from AI hence getting more skills that are relevant to my profession,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),50-249 people,30-39 hours,11-25%,More than 10 years,35-44,US,Man
1,6020b4d4010b8e6e89d1a6a0,Employed full-time,3,4,2,5,5,5,5,3,5,3,4,3,1,4,6,6,6,6,People who know me understand me better than AI does,4,4,4,4,3,I am more confident about the work I do since I can confirm accuracy using Ai tools,Being emotionally present would help a little.,Agree,Information Technology & Software,Manager / Team leader (supervises others),50-249 people,20-29 hours,26-50%,3-5 years,25-34,UK,Man
1,5c561712f9120f0001d29c4d,Employed full-time,3,6,3,5,7,6,6,3,7,2,3,2,3,5,8,8,6,7,It depends / about the same,4,4,3,2,4,It makes me more productive,I don't know,Agree,Education & Training,Manager / Team leader (supervises others),50-249 people,30-39 hours,26-50%,3-5 years,25-34,UK,Woman
1,6697c1d5bc02db8aedeb0545,Self-employed / freelance,0,5,3,5,2,3,4,3,3,4,3,4,5,3,6,5,4,6,People who know me understand me better than AI does,3,3,2,3,3,It hasn't yet ,Make AI plagiarism illegal ,Agree,"Media, Arts & Entertainment",Freelancer ,Just me (self-employed / freelance),30-39 hours,0% (none of my tasks),6-10 years,18-24,UK,Woman
1,67d01671bd666a9fb9c603fb,Employed full-time,3,4,7,4,5,6,4,4,6,4,7,6,7,5,5,8,3,8,AI systems understand me better than people I work with,1,2,2,1,0,"AI hasn't changed who I am at work, but it has changed how I work. It's helped me become more organised, quicker with information, and more confident when I need to check something. I still rely on my own judgement and experience, but AI has made some tasks easier and less stressful.","If AI understood my work context better, it would help me feel more confident and clearer about my role.",Agree,"Mining, Energy & Utilities",Manager / Team leader (supervises others),2-9 people,40-49 hours,11-25%,3-5 years,35-44,UK,Woman
1,612288fe5afea1bf6b8a197e,Employed full-time,3,5,2,5,4,5,6,5,5,2,5,2,1,4,5,8,8,7,People who know me understand me better than AI does,4,4,4,4,4,It hasn't ,Make sure it doesn't replace my work ,Agree,Health & Social Care,"Entry level (early career, trainee, or assistant)","5,000 or more people",30-39 hours,11-25%,6-10 years,25-34,UK,Woman
1,57b6dfafe2d5a60001099543,Employed full-time,2,1,2,2,5,5,5,2,3,4,2,1,1,4,3,7,6,7,People who know me understand me better than AI does,4,4,3,4,4,no change,none,Agree,Government & Public Administration,Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,1-10%,1-2 years,35-44,UK,Woman
1,67ae36e6472072f99199d636,Employed full-time,3,5,6,5,6,5,6,2,5,4,5,4,1,4,8,9,6,7,People who know me understand me better than AI does,4,3,4,3,2,It has made me more confident when i do tasks ,The authenticity of the information it gives ,Agree,Health & Social Care,Manager / Team leader (supervises others),250-999 people,30-39 hours,26-50%,6-10 years,25-34,Canada,Woman
1,678e978dfeca0ba2fca8109f,Self-employed / freelance,3,7,2,7,6,6,6,3,6,1,3,1,3,6,8,9,8,8,It depends / about the same,4,4,4,4,4,"AI has enabled me to become better at my work, it helps me make sense of complex situations, it suggests sound and reasonable problem solving and it also acts as a facilitator to my learning and self development. My work/career has improved significantly because of AI ",If I understood how to use it more and had a deeper understanding of its capabilities ,Agree,"Professional, Scientific & Technical Services",Director / Executive (leads departments or major functions),Just me (self-employed / freelance),50 hours or more,11-25%,3-5 years,45-54,UK,Woman
1,5c01bf7d4c14cf00019ce2a4,Employed full-time,3,3,2,4,3,5,5,2,6,3,5,2,3,4,3,6,5,7,People who know me understand me better than AI does,2,3,2,3,3,"I don't believe it has at all in any sense. I currently solely view it as a tool, one that became required and ubiquitous throughout different facets of our organization, and like any tool, it's just there to be learned and mastered. ","Not even sure if I'm understanding this question properly, but perhaps if it were able to evaluate my strengths as a worker or develop personalized routines/schedules that optimizes each person's ability and make them feel more valued for their outputs.",Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,11-25%,1-2 years,35-44,Canada,Man
1,632c673f8b99c86ac2fba537,Employed full-time,2,6,2,6,5,5,6,2,5,2,2,2,3,5,8,8,8,8,People who know me understand me better than AI does,4,4,4,4,4,It's just another part of the digital revolution and another thing to work with as part of a wider trend. It can hinder or help - it's down to me to adapt.,More transparency about AI usage so people don't hide behind it.,Agree,Information Technology & Software,Owner / Founder (runs or owns the business),Just me (self-employed / freelance),40-49 hours,11-25%,6-10 years,45-54,UK,Man
